sim-id,trigtime,ra,dec,H1-snr,L1-snr,V1-snr,snr,npix,logZ-tensor-N-0,logZ-err-tensor-N-0,logZ-tensor-scalar-R-1,logZ-err-tensor-scalar-R-1,searched-prob-tensor,area-50-tensor,area-90-tensor,ra-cdf-tensor,dec-cdf-tensor
10,966392440.273938,6.26701498,-0.461208999,10.31017091,2.6625378509999997,14.647197661,18.108813636509208,49,-5.715162546803764,0.0200118614283162,-5.868681397120811,0.019580334003263877,0.03034237807627713,931.4469745554579,3549.7564621569786,0.962938668415874,0.2925549360446048
11,966393363.9065711,3.93466711,0.544756711,13.914979464000002,10.941066184,3.010044914,17.955332163747553,62,-5.996702964778039,0.015535430676837002,-6.085391332821338,0.015777267300099086,0.279379793491329,1268.9137748006633,4603.280632223894,0.68939883645766,0.696186166774402
12,966394162.6198736,2.831732988,-0.501958013,7.841577849,10.577952876,11.939374335999998,17.774478606809808,56,-5.974225098634905,0.01854908191617438,-6.031877466430071,0.018429438977962273,0.8012299973113753,1056.033402206885,2987.970227152508,0.8185792349726776,0.1628415300546448
13,966395074.504896,5.884624958,-0.081114583,1.336868474,13.528201303,12.541568457999999,18.495685637411945,77,-6.986910391691365,0.024998160238080228,-6.80520922507099,0.026447333677987465,0.17195825664384976,459.583438799984,1439.5223387053875,0.9483272606823452,0.2245776747267307
14,966395875.5055504,0.764776111,-0.866135478,14.388394252000001,10.621997871,7.315215612,19.32265787547261,71,-5.506031396942418,0.014369162722065648,-5.817162771642428,0.01356936700555421,0.512821263377326,2340.064062832742,7021.5456186082565,0.25252877572375304,0.1423090338332752
15,966396701.0882093,2.0953619480000003,0.776272774,9.879294837,12.963397246,15.110606599,22.225673587626485,76,-7.013534782824181,0.027666158122192218,-6.794625307935167,0.025677374350033158,0.3518848718984433,324.6576617177231,869.6383965588797,0.19312261201806183,0.9340048627995832
16,966397582.8099912,3.67781496,-0.93659091,8.315155133,7.196383337,15.927178867,19.354709108646375,74,-7.098932925273582,0.01914814054093476,-6.829387623571867,0.019287828157752585,0.3480479020963122,704.1043641785482,3335.7313946728814,0.6365183564308291,0.3899829807926088
17,966398307.3417128,4.155073166,-0.853335381,5.628235397,3.7565684139999997,22.148574616999998,23.159192505308184,88,-4.891362059643011,0.011496239853484446,-4.371831989043823,0.010303491234151151,0.21850870952506105,5893.815890267075,16583.60640283251,0.6251846381093058,0.16174298375184637
18,966399127.8480319,3.276175022,-0.127407894,6.853066492000001,12.556200743,17.265435179,22.42137260210752,82,-7.372383365003609,0.02785874224510883,-6.672457757552334,0.025393194143694342,0.9999836508964669,295.9444113205338,1185.7281726315161,0.9119140041803523,0.5392654523738429
19,966399978.5731546,4.594175816,0.1008958,11.242783657,10.58375425,8.106174753,17.439211780028188,65,-5.951383685546872,0.02151630632967121,-5.753952053132211,0.020474913273996663,0.4227743919900342,1228.7624113593304,3008.4354078426613,0.6946320654105936,0.5734091717028084
20,966400798.229133,5.027079105,0.045537829,12.360256240999998,15.204686891,8.508790289,21.362536131712154,79,-6.647353859636256,0.025346467782297405,-6.618365618542656,0.022266797269323867,0.3095206217649157,601.9235772081332,1723.1098952652512,0.5584944048830112,0.44523567310952866
21,966401595.9413028,1.895926952,-0.27398338899999997,11.490359683,12.326864265,5.9140126539999995,17.859325125102515,71,-6.008128804742385,0.01852620727937406,-6.083824450613041,0.016532811312273556,0.04687736084002356,1308.7921994088956,3280.754854245047,0.35235378031383735,0.45898716119828814
22,966402505.2010216,4.196976185,0.01537717,11.210944776,11.262946095999999,21.092138767999998,26.408664399028055,89,-7.855245440721161,0.022023099699789033,-7.664695410435497,0.012614751692909862,0.8514009918882793,388.37010078594227,1506.6564854737296,0.8724939855653568,0.5813953488372093
23,966403401.6063725,1.381757975,-1.206508994,11.650007672000001,9.064024756,6.181677792,16.002886110297283,53,-5.6185991835460944,0.015120727133642455,-5.542359000198152,0.014735736922904152,0.15750989371342802,2022.7174204015928,6691.285609017965,0.46052227342549923,0.11274961597542242
